"Национальное_географическое_общество","Nat_Geo_Wild"
"Газпром","Оптовая_генерирующая_компания_№_2"
"Газпром","Сахалин_Энерджи"
"Газпром","Территориальная_генерирующая_компания_№_1"
"Газпром","Газпром_трансгаз_Беларусь"
"Газпром","Газпром_нефть"
"Газпром","Газпром-Медиа_Холдинг"
"Газпром","Gazprom_EP_International_B.V."
"Газпром_нефть","Нафтна_индустрија_Србије"
"Газпром_нефть","Sibir_Energy"
"Гарвардский университет","Издательство_Гарвардского_университета"
"Государственный_строй_Польши","LOT_(авиакомпания)"
"Группа_ГАЗ","Горьковский_автомобильный_завод"
"Группа_Синара","Людиновский_тепловозостроительный_завод"
"Доллар_США","Actel"
"ДТЭК","Днепроэнерго"
"Запорожский_автомобилестроительный_завод","Мелитопольский_моторный_завод"
"Зарубежнефть","Вьетсовпетро"
"Инди-лейбл","Stones_Throw_Records"
"Интер_РАО_ЕЭС","Оптовая_генерирующая_компания_№_1"
"Интер_РАО_ЕЭС","Оптовая_генерирующая_компания_№_3"
"Исполнительная_власть_в_Японии","Japan_Tobacco"
"Йельский_университет","Издательство_Йельского_университета"
"Кабинет_министров_Латвии","AirBaltic"
"КазМунайГаз","Rompetrol"
"КБ_Антонов","Серийный_завод_«Антонов»"
"КБ_Антонов","Antonov_Airlines"
"Кембриджский_университет","Издательство_Кембриджского_университета"
"Китайская_национальная_нефтегазовая_корпорация","PetroChina"
"Китайская_нефтехимическая_корпорация","Sinopec"
"Коданся","King_Records"
"Колумбийский_университет","Columbia_University_Press"
"Комитет_по_контролю_и_управлению_государственным_имуществом_Китая_(SASAC)","China_Unicom"
"Комитет_по_контролю_и_управлению_государственным_имуществом_Китая_(SASAC)","China_Mobile"
"Корсика","Air Corsica"
"Круппы","Germaniawerft"
"Кубань_(авиакомпания)","Sky_Express_(Россия)"
"Мариупольский_металлургический_комбинат_имени_Ильича","Ильич-Авиа"
"Массачусетский_технологический_институт","MIT_Press"
"МегаФон","Синтерра_Медиа"
"Метинвест","Азовсталь"
"Министерство_государственных_предприятий_ЮАР","South_African_Airways"
"Министерство_инфраструктуры_Украины","Украинские_железные_дороги"
"Министерство_обороны_Австралии","Организация_оборонного_хозяйства_Австралии"
"Министерство_обороны_Пакистана","Pakistan_International_Airlines"
"Министерство_путей_сообщения_Индии","Центральная_организация_по_железнодорожной_электрификации_Индии"
"Министерство_путей_сообщения_Индии","Indian_Railways"
"Министерство_связи_и_массовых_коммуникаций_Российской_Федерации","Почта_России"
"Министерство_связи_Туркмении","Туркменпочта"
"Министерство_торговли_и_промышленности_Норвегии","Kings_Bay"
"Министерство_транспорта_и_связи_Норвегии","Posten_Norge"
"Министерство_транспорта_и_связи_Норвегии","Norges_Statsbaner"
"Министерство_финансов_Китайской_Народной_Республики","Bank_of_Communications"
"Министерство_финансов_Литвы","Lietuvos_energija"
"Министерство_финансов_Норвегии","Норвежский_банк"
"Министерство_финансов_Российской_Федерации","Гознак"
"Мобильные_ТелеСистемы","МТС-Туркменистан"
"Нидерланды","Nederlandse_Spoorwegen"
"Норильский_никель","NordStar_Airlines"
"Норильский_никель","Нордавиа"
"Оборонпром","Вертолёты_России"
"Объединённая_авиастроительная_корпорация","Таганрогский_авиационный_научно-технический_комплекс_имени_Г._М._Бериева"
"Объединённая_авиастроительная_корпорация","Авиационный_комплекс_имени_С._В._Ильюшина"
"Объединённая_авиастроительная_корпорация","МиГ_(компания)"
"Объединённая_авиастроительная_корпорация","Туполев (конструкторское бюро)"
"Объединённая_авиастроительная_корпорация","Сухой_(компания)"
"Оксфордский_университет","Издательство_Оксфордского_университета"
"Правительство_Российской_Федерации","Аэрофлот"
"Правительство_Российской_Федерации","Мосгортранс"
"Правительство_Российской_Федерации","ОКБ_имени_Яковлева"
"Правительство_Российской_Федерации","Арктикуголь"
"Правительство_Сербии","Air Serbia"
"Приват","Аэросвит"
"Приват","Днеправиа"
"Приват","ПриватБанк"
"Приват","Международные_авиалинии_Украины"
"Росатом","ОКБМ имени И. И. Африкантова"
"Росатом","Атомэнергопром"
"Роснефть","Юганскнефтегаз"
"Российские_сети","Московская_объединённая_электросетевая_компания"
"Россия_(авиакомпания)","Пулково_(авиапредприятие)"
"Ростех","Технопромэкспорт"
"Самрук-Казына","КазМунайГаз"
"Северсталь","Северсталь_(авиакомпания)"
"Систем_Кэпитал_Менеджмент","ДТЭК"
"Систем_Кэпитал_Менеджмент","Укртелеком"
"Система_(компания)","Мобильные_ТелеСистемы"
"Система_(компания)","Башнефть"
"Совет_Министров_Республики_Беларусь","Белавиа"
"Совместное_предприятие","Baojun"
"Сотовый_телефон","Utel_(Украина)"
"УкрАвто","Запорожский_автомобилестроительный_завод"
"Укртелеком","Utel_(Украина)"
"Уралвагонзавод","Челябинский_тракторный_завод"
"Федеральное_агентство_по_управлению_государственным_имуществом","Сланцы_(завод)"
"Эгмонт-Россия","Nordisk_Film"
"Электросвязь","Utel_(Украина)"
"Эстония","Estonian_Air"
"ЮТэйр","ЮТэйр-Экспресс"
"ЮТэйр","ЮТэйр-Украина"
"The_Walt_Disney_Company","American_Broadcasting_Company"
"Министерство_здравоохранения_и_социальных_служб_США","Национальные_институты_здравоохранения_США"
"Группа_Всемирного_банка","Международный_банк_реконструкции_и_развития"
"Группа_Всемирного_банка","Международная_финансовая_корпорация"
"Группа_Всемирного_банка","Многостороннее_агентство_по_инвестиционным_гарантиям"
"Группа_Всемирного_банка","Международная_ассоциация_развития"
"Президент_Украины","Государственная_служба_специальной_связи_и_защиты_информации_Украины"
"Национал-социалистическая_немецкая_рабочая_партия","Штурмовые_отряды"
"Министерство_торговли_США","Национальное_управление_океанических_и_атмосферных_исследований"
"Индийская_организация_космических_исследований","Космический_центр_имени_Сатиша_Дхавана"
"Римско-католическая_церковь","Пиаристы"
"Высшие_федеральные_органы_государственной_власти_США","Исполнительный_офис_Президента_США"
"НАСА","Исследовательский_центр_Эймса"
"Министерство_генерального_прокурора_Австралии","Австралийская_служба_безопасности_и_разведки"
"Американское_онкологическое_общество","Эстафета_ради_жизни"
"Правительство_Польши","Министерство_труда_и_социальной_политики_Республики_Польша"
"Общие_СС","Служба_безопасности_(СД)"
"Общие_СС","Главное_управление_СС_по_вопросам_расы_и_поселения"
"Главное_управление_имперской_безопасности","Служба_безопасности_(СД)"
"Федеральная_служба_по_гидрометеорологии_и_мониторингу_окружающей_среды_России","Гидрометцентр"
"Национальная_фашистская_партия","Чернорубашечники"
"Министерство_инфраструктуры_и_окружающей_среды_Нидерландов","Метеорологический_институт_Королевства_Нидерланды"
"Совет_народных_комиссаров_СССР","Народный_комиссариат_внутренних_дел_СССР"
"Исполнительный_офис_Президента_США","Совет_национальной_безопасности_США"
"Государственный_совет_КНР","Министерство_охраны_окружающей_среды_КНР"
"Государственный_совет_КНР","Министерство_иностранных_дел_Китайской_Народной_Республики"
"Группа_Всемирного_банка","Всемирный_банк"
"Совет_Европы","Комиссар_Совета_Европы_по_правам_человека"
"ФИФА","УЕФА"
"Список_премьер-министров_Израиля","Моссад"
"Министерство_культуры_Норвегии","Норвежский_институт_кино"
"Управление_экономики_и_статистики_(США)","Бюро_переписи_населения_США"
"Администрация_президента_России","Государственная_фельдъегерская_служба_Российской_Федерации"
"Администрация_президента_России","Федеральное_агентство_правительственной_связи_и_информации_при_Президенте_Российской_Федерации"
"Совет_народных_комиссаров_СССР","ОГПУ_при_СНК_СССР"
"Министерство_здравоохранения_и_социальных_служб_США","Food and Drug Administration"
"Министерство_здравоохранения_и_социальных_служб_США","Центры_по_контролю_и_профилактике_заболеваний_США"
"Министерство_транспорта_США","Федеральное_управление_гражданской_авиации_США"
"Европейское_космическое_агентство","Европейский_центр_управления_космическими_полётами"
"Международный_совет_по_науке","Международный_математический_союз"
"Национал-социалистическая_немецкая_рабочая_партия","СС"
"Общество_Интернета","Инженерный_совет_Интернета"
"Министерство_обороны_США","Агентство_по_перспективным_оборонным_научно-исследовательским_разработкам_США"
"Министерство_обороны_США","Агентство_национальной_безопасности"
"НАСА","Лаборатория_реактивного_движения"
"НАСА","Космический_центр_Кеннеди"
"Общие_СС","Гестапо"
"Полиция_безопасности_(Третий_рейх)","Гестапо"
"Главное_управление_имперской_безопасности","Гестапо"
"Совет_народных_комиссаров_СССР","Всероссийская_чрезвычайная_комиссия_по_борьбе_с_контрреволюцией_и_саботажем_при_СНК_РСФСР"
"Национальные_институты_здравоохранения_США","Национальный_институт_психического_здоровья"
"Государственный_совет_КНР","Министерство_гражданской_администрации_КНР"
"Государственный_совет_КНР","Китайская_академия_наук"
"Министерство_внутренней_безопасности","Федеральное_агентство_по_управлению_в_чрезвычайных_ситуациях_(США)"
"Министерство_внутренних_дел_США","Бюро_по_делам_индейцев"
"Министерство_внутренних_дел_США","Служба_охраны_рыбных_ресурсов_и_диких_животных_США"
"Казначейство_Австралии","Австралийская_комиссия_по_вопросам_конкуренции_и_защиты_потребителей"
"Австралия","Казначейство_Австралии"
"Римско-католическая_церковь","Опус_Деи"
"Независимые_агентства_и_корпорации_Федерального_правительства_США","Центральное_разведывательное_управление"
"Sony_Pictures_Entertainment","Sony_Entertainment_Television"
"Министерство_обороны_США","Разведывательное_управление_Министерства_обороны_США"
"Кабинет_министров_Украины","Министерство_культуры_Украины"
"Правительство_Польши","Министерство_окружающей_среды_Польши"
"Правительство_Польши","Министерство_государственной_казны_Польши"
"Государственный_совет_КНР","Министерство_коммерции_Китайской_Народной_Республики"
"Военно-воздушные_силы_США","Объединённый_американский_военно-морской_центр_по_предупреждению_тайфунов"
"Министерство_юстиции_США","Служба_иммиграции_и_натурализации_США"
"Министерство_финансов_США","Служба_внутренних_доходов"
"СС","Главное_управление_СС"
"Вооружённые_силы_Сирии","Военная_разведка_Сирии"
"Международный_союз_охраны_природы","Красная_книга"
"Министерство_внутренних_дел_США","Служба_национальных_парков_США"
"Министерство_обороны_Великобритании","Военная_разведка_Великобритании"
"Премьер-министр_Монголии","Главное_разведывательное_управление_Монголии"
"НАСА","Космический_центр_Маршалла"
"НАСА","Космический_центр_имени_Линдона_Джонсона"
"Федеральное_министерство_внутренних_дел_Германии","Федеральная_служба_защиты_конституции_Германии"
"Министерство_окружающей_среды_ЮАР","Список_национальных_парков_Южно-Африканской_Республики"
"Кабинет_министров_Украины","Министерство_финансов_Украины"
"Европейская_патентная_организация","Европейское_патентное_ведомство"
"Министерство_иностранных_дел_и_торговли_Австралии","Австралийская_торговая_комиссия"
"Ведомство_федерального_канцлера_Германии","Федеральная_разведывательная_служба_Германии"
"Военно-морские_силы_США","Объединённый_американский_военно-морской_центр_по_предупреждению_тайфунов"
"Петроградский_совет_рабочих_и_солдатских_депутатов","Петроградский_военно-революционный_комитет"
"Министерство_культуры_Российской_Федерации","Государственный_архив_Российской_Федерации"
"Министерство_финансов_и_дерегулирования_Австралии","Австралийская_избирательная_комиссия"
"ФИФА","КОНКАКАФ"
"Организация_американских_государств","Межамериканская_комиссия_по_правам_человека"
"Партия_европейских_социалистов","ECOSY"
"Министерство_регионального_развития_и_местного_самоуправления_Австралии","Национальная_библиотека_Австралии"
"Корейский_институт_аэрокосмических_разработок","Космический_центр_Наро"
"Министерство_обороны_США","Военно-морское_министерство_США"
"НАСА","Космический_центр_имени_Джона_Стенниса"
"Полиция_Швеции","СЭПО_(Швеция)"
"Министерство_общественной_безопасности_Канады","Канадская_служба_разведки_и_безопасности"
"Правительство_Польши","Министерство_спорта_и_туризма_Польши"
"Правительство_Польши","Министерство_национальной_обороны_Польши"
"Вишва_хинду_паришад","Баджранг_дал"
"Министерство_науки_и_технологий_Бразилии","Национальная_атомная_энергетическая_комиссия_Бразилии"
"TV_Tokyo","AT-X"
"Народная_Социалистическая_Республика_Албания","Сигурими"
"Исполнительный_офис_Президента_США","USTR"
"Государственный_совет_КНР","Министерство_промышленности_и_информатизации_КНР"
"Государственный_совет_КНР","Министерство_финансов_Китайской_Народной_Республики"
"Государственный_совет_КНР","Министерство_земельных_и_природных_ресурсов_КНР"
"Государственный_совет_КНР","Министерство_науки_и_технологий_КНР"
"Министерство_здравоохранения_и_социальных_служб_США","National_Cancer_Institute"
"Министерство_финансов_США","Бюро_гравировки_и_печати"
"Группа_Всемирного_банка","Международный_центр_по_урегулированию_инвестиционных_споров"
"Вооружённые_силы_Франции","Генеральный_директорат_внешней_безопасности"
"Министерство_торговли_США","Бюро_по_регистрации_патентов_и_торговых_марок_США"
"Министерство_торговли_США","Управление_экономики_и_статистики_(США)"
"Vivendi","Canal+"
"Управление_экономики_и_статистики_(США)","Бюро_экономического_анализа_(США)"
"Совет_по_архитектуре_Интернета","IRTF"
"Президент_Бразилии","Бразильское_агентство_разведки"
"Центральный_комитет_КПК","Военный_совет_ЦК_КПК"
"Кабинет_министров_Украины","Министерство_обороны_Украины"
"Правительство_Польши","Министерство_юстиции_Польши"
"Всекитайское_собрание_народных_представителей","Военный_совет_ЦК_КПК"
"Google_(компания)","Open_Handset_Alliance"
"Министерство_финансов_Швеции","Статистическое_управление_Швеции"
"Администрация_президента_России","Федеральная_служба_по_финансовому_мониторингу"
"Государственный_совет_КНР","Управление_по_делам_Тайваня"
"Apple","Genius_Bar"
"Святой_Престол","Конференция_католических_епископов_Канады"
"Дашнакцутюн","Армянский_национальный_комитет_Америки"
"Национальная_коалиция_сирийских_революционных_и_оппозиционных_сил","Курдский_национальный_совет"
"BAFTA","BAFTA_Scotland"
"Национальный_научный_фонд","ANSMET"
"Bouygues","TF1"
"НАСА","Уоллопс"
"Высший курдский совет","Курдский_национальный_совет"
"Исполнительный_офис_Президента_США","Совет_экономических_консультантов"
"Государственный_совет_КНР","Министерство_юстиции_КНР"
"Государственный_совет_КНР","Министерство_культуры_КНР"
"Государственный_совет_КНР","Министерство_сельского_хозяйства_КНР"
"Министерство_финансов_США","Монетный_двор_США"
"Президент_Украины","Служба_внешней_разведки_Украины"
"Национал-социалистическая_немецкая_рабочая_партия","Фольксдойче_Миттельштелле"
"Министерство_обороны_Украины","Государственная_служба_Украины_по_чрезвычайным_ситуациям"
"Министерство_обороны_Украины","Главное_управление_разведки_Министерства_обороны_Украины"
"Министерство_обороны_США","Национальное_агентство_геопространственной_разведки"
"Министерство_обороны_США","Национальное_управление_военно-космической_разведки_США"
"Кабинет_министров_Украины","Министерство_иностранных_дел_Украины"
"Правительство_Польши","Министерство_национального_образования_Польши"
"Правительство_Польши","Министерство_регионального_развития_Польши"
"Правительство_Польши","Министерство_иностранных_дел_Польши"
"Правительство_Польши","Министерство_культуры_и_национального_наследия_Польши"
"Правительство_Польши","Министерство_финансов_Польши"
"Общие_СС","Фольксдойче_Миттельштелле"
"Государственный_комитет_обороны","Смерш"
"Государственный_совет_КНР","Министерство_образования_КНР"
"Государственный_совет_КНР","Министерство коммуникаций КНР"
"Государственный_совет_КНР","Министерство_здравоохранения_КНР"
"Министерство_энергетики_США","ARPA-E"
"Комиссия_по_исследованию_космоса_и_верхних_слоёв_атмосферы","Сонмиани"
"Российская_академия_наук","Институт_спектроскопии_РАН"
"Кабинет_министров_Украины","Министерство_юстиции_Украины"
"Кабинет_министров_Украины","Министерство_образования_и_науки_Украины"
"Съезд_КПК","Центральная_комиссия_КПК_по_проверке_дисциплины"
"Общие_СС","Главное_административно-хозяйственное_управление_СС"
"Общие_СС","Главное_управление_кадров_СС"
"Общие_СС","Главное_судебное_управление_СС"
"Министерство_иностранных_дел_и_торговли_Австралии","Австралийский_центр_международных_сельскохозяйственных_исследований"
"Совет_народных_комиссаров_СССР","Государственное_политическое_управление_при_НКВД_РСФСР"
"Национальное_управление_океанических_и_атмосферных_исследований","Национальная_метеорологическая_служба"
"Президент_Украины","Антимонопольный_комитет_Украины"
"Банк_Англии","Комитет_по_денежной_политике_Банка_Англии"
"Совет_Европы","Конгресс_местных_и_региональных_властей_Европы"
"ФИФА","Азиатская_конфедерация_футбола"
"Министерство_внутренних_дел_США","Геологическая_служба_США"
"Министерство_обороны_США","Департамент_армии_Соединенных_Штатов"
"Российская_академия_наук","Институт_космических_исследований_РАН"
"Министерство_генерального_прокурора_Австралии","Австралийская_комиссия_по_преступности"
"Кабинет_министров_Украины","Министерство_экономического_развития_и_торговли_Украины"
"Правительство_Польши","Министерство_науки_и_высшего_образования_Польши"
"Правительство_Польши","Министерство_внутренних_дел_и_администрации_(Польша)"
"Государственный_совет_КНР","Министерство_контроля_КНР"
"Министерство_обороны_Японии","Штаб_оборонной_разведки"
"Национал-социалистическая_немецкая_рабочая_партия","Юнгфольк"
"СС","Общие_СС"
"Организация_экономического_сотрудничества_и_развития","Международная_программа_по_оценке_образовательных_достижений_учащихся"
"Министерство_обороны_Австралии","Организация_оборонной_науки_и_техники_Австралии"
"Министерство_юстиции_Японии","PSIA"
"Министерство_генерального_прокурора_Австралии","Австралийская_аттестационная_комиссия"
"Министерство_предпринимательства_и_окружающей_среды_Шотландии","Королевский_ботанический_сад_Эдинбурга"
"Правительство_Польши","Министерство_здравоохранения_Польши"
"Правительство_Польши","Министерство_экономики_Польши"
"Совет_министров_СССР","Комитет_государственной_безопасности_СССР"
"Общие_СС","Айнзацгруппы"
"Общие_СС","Уголовная_полиция_в_Германии"
"Общие_СС","Главное_управление_имперской_безопасности"
"Полиция_безопасности_(Третий_рейх)","Уголовная_полиция_в_Германии"
"Министерство_сельского_хозяйства_и_продовольствия_Канады","Канадская_зерновая_комиссия"
"Главное_управление_имперской_безопасности","Айнзацгруппы"
"Главное_управление_имперской_безопасности","Уголовная_полиция_в_Германии"
"Центральный_Комитет_КПСС","Комитет_государственной_безопасности_СССР"
"Государственный_совет_КНР","Комиссия_по_регулированию_банковской_деятельности_Китая"
"Государственный_совет_КНР","Министерство_трудовых_ресурсов_и_социального_обеспечения_КНР"
"Государственный_совет_КНР","Министерство_водного_хозяйства_КНР"
"Государственный_совет_КНР","Государственный_комитет_по_делам_здравоохранения_и_планового_деторождения_КНР"
"Государственный_департамент_США","Бюро_разведки_и_исследований_государственного_департамента"
"Lions_Clubs_International","Лео_клуб"
"Центральный_комитет_КПК","Организационный_отдел_ЦК_КПК"
"Кабинет_министров_Украины","Министерство_инфраструктуры_Украины"
"Кабинет_министров_Украины","Министерство_здравоохранения_Украины"
"Министерство_внутренних_дел_Индии","Разведывательное_бюро"
"Государственный_совет_КНР","Министерство_путей_сообщения_КНР"
"СС","Имперская_служба_безопасности"
"Римско-католическая_церковь","Премонстранты"
"Федеральная_служба_охраны_Российской_Федерации","Спецсвязь_ФСО_России"
"Министерство коммуникаций КНР","CAAC"
"Совет_министров_СССР","Госплан_СССР"
"RTL_Group","VOX_(телеканал)"
"Министерство_культуры_Индии","Археологическое_управление_Индии"
"Русская_православная_церковь","Патриаршие_приходы_в_Канаде"
"Государственный_совет_КНР","Министерство_национальной_обороны_Китайской_Народной_Республики"
"Президент_Украины","Служба_безопасности_Украины"
"Министерство_сельского_хозяйства_США","Государственная_хлебная_инспекция"
"Министерство_культуры_Индии","Национальная_миссия_рукописей_Индии"
"20th_Century_Fox","Fox_Searchlight_Pictures"
"Acer","Packard_Bell"
"Agrokor","Konzum"
"Agrokor","Jamnica"
"Airbus","Airbus_Military"
"Areva","Areva_NP"
"Asus","Pegatron"
"Atlas_Copco","Chicago_Pneumatic"
"Ball_(компания)","Ball Aerospace & Technologies"
"Bombardier","Bombardier_Aerospace"
"British_Leyland_Motor_Corporation","Rover_Group"
"CD_Projekt_Investment","CD_Projekt"
"Comcast_Spectacor","Филадельфия_Флайерз"
"Daiwa_Seiko_Corporation","США"
"Dell","Alienware"
"De_Tomaso","Maserati"
"Deutsche_Post_DHL","Deutsche_Post_AG"
"Deutsche_Post_DHL","DHL"
"Dubai_World","DP_World"
"DuPont","Pioneer_Hi-Bred_International"
"EastOne_Group","Интерпайп"
"Ectaco","Общество_с_ограниченной_ответственностью"
"Fenway_Sports_Group","Бостон_Ред_Сокс"
"Geely_Automobile","Volvo_Personvagnar"
"Interplay_Entertainment","Black_Isle_Studios"
"Kewet","Buddy_(электромобиль)"
"Konami","Hudson_Soft"
"Konami","Kojima_Productions"
"Konami","Treasure_(компания)"
"Konami","Ultra_Games"
"Kress_Elektrowerkzeuge","Ваттвиль"
"Kress_Elektrowerkzeuge","Швейцария"
"Lactalis","Parmalat"
"Lambrakis_Press_Group","Та_Неа"
"Lambrakis_Press_Group","То_Вима"
"Monolith_Productions","Touchdown_Entertainment"
"Motorola_Mobility","ZumoDrive"
"Neoplan","Solaris_Bus_&_Coach"
"Olvi","A._Le_Coq"
"Olvi","Cesu_alus"
"Olvi","Лидское_пиво"
"Qualcomm","Ubiquam"
"Renault_Nissan_(альянс)","Renault_Samsung_Motors"
"Rio_Tinto","Rio_Tinto_Alcan"
"Rover_Company","Alvis_Cars"
"Rover_Company","1919"
"Royal_Dutch_Shell","AVANCIS"
"Sears","Kmart"
"Siebe_plc","Siebe_Gorman"
"SUP_Media","LiveJournal"
"UPM","UPM_Raflatac"
"Verizon_Communications","Verizon_Wireless"
"Volkswagen_(концерн)","Audi_AG"
"ZeniMax_Media","Bethesda_Softworks"
"ВИD","Красный_квадрат_(телекомпания)"
"ВолгаТелеком","НСС"
"Волжское_пароходство","Волга-Флот-Тур"
"Газпром-Медиа_Холдинг","НТВ"
"Газпром_энергохолдинг","Мосэнерго"
"Газпром_энергохолдинг","ТГК-1"
"Газпром_энергохолдинг","ОГК-2"
"ГалоПолимер","ГалоПолимер_Кирово-Чепецк"
"Звезда_(машиностроительный_завод)","Научно-производственное_объединение"
"ЛАНИТ","Онланта"
"ЛАНИТ","CompTek"
"ЛАНИТ","Сетевая_Академия_ЛАНИТ"
"Москвич_(завод)","Автофрамос"
"ОБИТ","Алма-Ата"
"Оборонпром","Вертолёты_России"
"Оборонпром","Объединённая_двигателестроительная_корпорация"
"Оборонпром","Оборонительные_системы"
"Пегас_Туристик","Nordwind_Airlines"
"Радио-Центр","Радиостанция"
"Радио-Центр","Радио Москвы (радиостанция)"
"РТИ_Системы","Радиотехнический_институт_имени_академика_А._Л._Минца"
"Русский_Стандарт_(холдинг)","Русский_стандарт_(банк)"
"Совет_Съезда_горнопромышленников_Юга_России","Продуголь"
"Совет_Съезда_горнопромышленников_Юга_России","Продамет"
"Таллэкс","Пайдеский_машиностроительный_завод"
"Таллэкс","Мыйзакюлаский машиностроительный завод"
"Таллэкс","Вильяндиский_машиностроительный_завод"
"Торговый_дом_«Русь»","Межрабпом-Русь"
"Фонд_культуры_и_искусства_Юниверсал","Юниверсал-балет"
"Фонд_культуры_и_искусства_Юниверсал","Центр_изящных_искусств_Юниверсал"
"Фонд_культуры_и_искусства_Юниверсал","Академия_балета_Юниверсал"
"Футбольный_фонд_мира_Санмун","Мировой_кубок"
"Шадринский_молочно-консервный_комбинат","Шумиха_(город)"
"Шадринский_молочно-консервный_комбинат","Курганская_область"
"2K_Czech","Silver_Wish_Games"
"ABC_Studios","Disney-ABC_Television_Group"
"Alstom","Alstom_Transport"
"Assicurazioni_Generali","PPF Страхование в России"
"Bethesda_Softworks","Bethesda_Game_Studios"
"BMW","Mini"
"BMW","Rolls-Royce_Motor_Cars"
"BMW","BMW_M"
"BMW","BMW_i"
"Carnival_Corporation_&_plc","Costa Crociere"
"CCP_Games","White_Wolf_Publishing"
"City_Interactive","Катовице"
"City_Interactive","Жешув"
"City_Interactive","Познань"
"DEPA_(компания)","DESFA"
"EMI","EMI_Music_Japan"
"EuskoTren","EuskoTran"
"Fender","Squier"
"GHS","Rocktron"
"Goodyear_Tire_and_Rubber_Company","Dunlop Tires"
"Grupo_Marsans","Islas_Airways"
"HBOS","Bank_of_Scotland"
"Immediate_Music","Imperativa_Records"
"Index_Corporation","Atlus"
"International_Mercantile_Marine_Company","American_Line"
"Island_Def_Jam_Music_Group","Def_Jam_Recordings"
"Kadokawa_Shoten","Kadokawa_Group_Holdings"
"Korg","Vox"
"Legendary_Pictures","Universal Studios"
"Lokomo","Metso"
"Louis_Delhaize_Group","Cora"
"McGraw-Hill","Standard & Poor’s"
"Mitsui_&_Co.","Mitsui_Oil_Exploration"
"Mizuho_Financial_Group","Mizuho_Bank"
"Mozilla_Foundation","Mozilla_Corporation"
"NASDAQ_OMX_Group","Nasdaq"
"Novomatic_AG_Holding","Austrian_Gaming_Industries_GmbH"
"Novomatic_group","Novomatic_AG_Holding"
"NYSE_Euronext","Нью-Йоркская_фондовая_биржа"
"Opera_Software","AdMarvel"
"Perfetti_Van_Melle","Chupa_Chups"
"Porsche_Automobil_Holding","Dr._Ing._h.c._F._Porsche_AG"
"S7_Group","S7_Airlines"
"Seagate_Technology","Maxtor"
"Silver_Pictures","Dark_Castle_Entertainment"
"Sony_Music_Entertainment_Japan","Zepp"
"Sumitomo_Chemical","Dainippon_Sumitomo_Pharma"
"Sumitomo_Corporation","Mezon_Stainless_Steel"
"Sumitomo_Mitsui_Financial_Group","Sumitomo_Mitsui_Banking_Corporation"
"Tatsunoko_Production","Production_I.G"
"Victorinox","Wenger"
"Walt_Disney_Animation_Studios","DisneyToon_Studios"
"Корпорация_AEON","Новапорт"
"Межрегионэнергосбыт","Тюменская_энергосбытовая_компания"
"Национальная_компьютерная_корпорация","Систематика_(группа_компаний)"
"Подъёмные_машины_(компания)","Общество_с_ограниченной_ответственностью"
"РАО_Энергетические_системы_Востока","Двусвязная очередь"
"РАО_Энергетические_системы_Востока","Якутскэнерго"
"РАО_Энергетические_системы_Востока","Камчатскэнерго"
"РАО_Энергетические_системы_Востока","Магаданэнерго"
"РАО_Энергетические_системы_Востока","Сахалинэнерго"
"Севкабель-Холдинг","Севкабель"
"Севкабель-Холдинг","Сарансккабель"
"Сибуглемет","Шахта_Полосухинская"
"Техносерв","Reksoft"
"Chrysler","American_Motors"
"Avro_Aircraft","Avro_Canada"
"AT&T","Bellcomm"
"Microsoft","Bizarre_Creations"
"Daimler_AG","Daimler-Benz_Aerospace_AG"
"Borgward","Goliath_(автомобильная_марка)"
"Take-Two_Interactive","Gotham_Games"
"Activision","Gray_Matter_Interactive"
"Hughes_Aircraft","Hughes_Helicopters"
"TAKRAF","Kranbau_Eberswalde"
"1990","Kranbau_Eberswalde"
"Take-Two_Interactive","Kush_Games"
"Daimler_Motor_Company","Lanchester_Motor_Company"
"Ford_Motor_Company","Mercury_(автомобильная_марка)"
"Disney","Miramax_Films"
"TAKRAF","Nobas_Nordhausen"
"General_Motors","North_American_Aviation"
"Rockwell_International","North_American_Aviation"
"AG_Vulcan_Stettin","NV_Ingenieurskantoor_voor_Scheepsbouw"
"Германия_(верфь)","NV_Ingenieurskantoor_voor_Scheepsbouw"
"AG_Weser","NV_Ingenieurskantoor_voor_Scheepsbouw"
"Electronic_Arts","Origin_Systems"
"Take-Two_Interactive","PAM_Development"
"General_Motors","Pontiac"
"Take-Two_Interactive","PopTop_Software"
"Rockstar_Games","Rockstar_Vienna"
"TAKRAF","Schwermaschinenbau_S.M._Kirow_Leipzig"
"1990","Schwermaschinenbau_S.M._Kirow_Leipzig"
"Siemens","Siemens_Nixdorf_Informationssysteme"
"Take-Two_Interactive","Take-Two_Licensing"
"Take-Two_Interactive","TalonSoft"
"Atari_Games","Tengen"
"TNT_N.V.","TNT_Post"
"Take-Two_Interactive","Venom_Games"
"Vickers_Limited","Vickers-Armstrongs"
"ABC_(телеканал)","Worldvision_Enterprises"
"TAKRAF","Zemag_Zeitz"
"Связьинвест","ВолгаТелеком"
"Волжское_пароходство","Волга-Флот-Тур"
"Газпром_добыча_Оренбург","ВолгоУралНИПИгаз"
"Трубная_металлургическая_компания","Волжский_трубный_завод"
"Роснефть","Восточная_нефтехимическая_компания"
"Российские_железные_дороги","ВРК-2"
"Росатом","Всероссийский_научно-исследовательский_институт_автоматики_имени_Н._Л._Духова"
"Объединённая_металлургическая_компания","Выксунский_металлургический_завод"
